nama_destinasi,alamat,website,google_link,longitude,latitude,review_total,average_rating,letak_provinsi,kategori
Taman Lansia,"3JXC+49W, Cisangkuy St, Citarum, Bandung Wetan, Bandung City, jawa barat 40115",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Lansia/@-6.9021326,107.6209387,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e7b0387507a1:0xd6cafc7a2548c272!8m2!3d-6.9021326!4d107.6209387!16s%2Fg%2F11ddxbnglb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.621,-6.902,11460,4.5,Jawa Barat,Wisata Alam
Ganesha Park,"4J46+P62, Jl. Ganesa, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",Tidak Tersedia,"https://www.google.com/maps/place/Ganesha+Park/@-6.893227,107.610507,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e650bc5cbe59:0xec4c2ff7e496c0d7!8m2!3d-6.893227!4d107.610507!16s%2Fg%2F11c44pgt2p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.611,-6.893,2033,4.6,Jawa Barat,Wisata Alam
Wayang Windu Bike Park,"Banjarsari, Pangalengan, Bandung Regency, jawa barat 40378",https://www.instagram.com/wayangwindupanenjoan?igsh=MTQ1OHMzMnBvbXgwbQ==,"https://www.google.com/maps/place/Wayang+Windu+Bike+Park/@-7.2073348,107.6271611,17z/data=!3m1!4b1!4m6!3m5!1s0x2e689650b3b1e54f:0x3c7f0b668cf528ad!8m2!3d-7.2073348!4d107.6271611!16s%2Fg%2F11cjv3bxsx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.627,-7.207,4347,4.7,Jawa Barat,Wisata Alam
Taman Wisata Bougenville,"Jl. Gn. Puntang, Campakamulya, Kec. Cimaung, Kabupaten Bandung, Jawa Barat 40374",https://tamanwisatabougenville.com/,"https://www.google.com/maps/place/Taman+Wisata+Bougenville/@-7.1111615,107.601865,17z/data=!3m1!4b1!4m9!3m8!1s0x2e6894c112337e61:0x419a9e315767c74!5m2!4m1!1i2!8m2!3d-7.1111615!4d107.601865!16s%2Fg%2F11c1w_jd34?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.602,-7.111,2535,4.5,Jawa Barat,Wisata Alam
Little Farmers,"Jl. Kolonel Masturi No.339, Kertawangi, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551",Tidak Tersedia,"https://www.google.com/maps/place/Little+Farmers/@-6.802833,107.5705261,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e22ba4dacd15:0xf9f27657637dad53!8m2!3d-6.802833!4d107.5705261!16s%2Fg%2F1hm4h4pdg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.571,-6.803,619,4.2,Jawa Barat,Wisata Alam
Kampung Karuhun,"Jl. Pagarbetis, Citengah, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311",http://kampungkaruhun.com/,"https://www.google.com/maps/place/Kampung+Karuhun/@-6.9136531,107.9526008,17z/data=!3m1!4b1!4m9!3m8!1s0x2e68d1ff8b83fabd:0xd126440b14ffdfa8!5m2!4m1!1i2!8m2!3d-6.9136531!4d107.9526008!16s%2Fg%2F11cm61nbr4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.953,-6.914,2215,4.4,Jawa Barat,Seni dan Budaya
MiniMania - Taman Miniatur Dunia (Puncak),"Jl. Raya Cibogo No.KM 72, Cipayung Datar, Kec. Megamendung, Kabupaten Bogor, Jawa Barat 16770",https://cimorydairyland.com/,"https://www.google.com/maps/place/MiniMania+-+Taman+Miniatur+Dunia+(Puncak)/@-6.6542955,106.8765384,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69c97c0ac99781:0x91d38dcdf69d9ac8!8m2!3d-6.6542955!4d106.8765384!16s%2Fg%2F11sv08lynt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.877,-6.654,1578,4.5,Jawa Barat,Wisata Alam
Wisata Hutan Pinus PAKAWA ( Paniisan Karuhun Wa Hyang ),"QMP4+3V2 Bleg-Blegan - Lonsum, Jl. Raya Pajaten, Tarumajaya, Kec. Kertasari, Kabupaten Bandung, Jawa Barat 40386",https://www.tarumajaya.id/,"https://www.google.com/maps/place/Wisata+Hutan+Pinus+PAKAWA+(+Paniisan+Karuhun+Wa+Hyang+)/@-7.2148615,107.6571444,17z/data=!3m1!4b1!4m6!3m5!1s0x2e689749a1b6d765:0x50972fc4b4c1fc4e!8m2!3d-7.2148615!4d107.6571444!16s%2Fg%2F11qbgr9c69?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.657,-7.215,38,4.7,Jawa Barat,Wisata Alam
Bale Bambu Adventure Resort,"Jl. Raya Soreang-Ciwidey KM. 23, Sukajadi, Soreang, Sukajadi, Kec. Soreang, Kabupaten Bandung, Jawa Barat 40951",http://www.balebambuadventure.com/,"https://www.google.com/maps/place/Bale+Bambu+Adventure+Resort/@-7.0496457,107.4985039,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68ed996c363f65:0xf5d51cef62b6d8fb!8m2!3d-7.0496457!4d107.4985039!16s%2Fg%2F11gbldwltp?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.499,-7.050,574,4.6,Jawa Barat,Wisata Alam
Leuwi Tonjong,"FV92+FG9, Jayamukti, Cihurip, Garut Regency, jawa barat 44173",Tidak Tersedia,"https://www.google.com/maps/place/Leuwi+Tonjong/@-7.531327,107.8513651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e661b320ec14bf3:0x65be3ba5a10a357f!8m2!3d-7.531327!4d107.8513651!16s%2Fg%2F11c31twvpp?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.851,-7.531,470,4.5,Jawa Barat,Wisata Alam
Kawah Papandayan,"MPPJ+5JX, Sirnajaya, Cisurupan, Garut Regency, jawa barat 44163",Tidak Tersedia,"https://www.google.com/maps/place/Kawah+Papandayan/@-7.3145054,107.7315997,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68a3b8f49f0a39:0xbf954f072a1c6e5d!8m2!3d-7.3145054!4d107.7315997!16s%2Fg%2F11cm051n_p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.732,-7.315,2254,4.7,Jawa Barat,Wisata Alam
Wisata Kuda Pakuhaji Bandung,"5G8P+33Q, Pakuhaji Tengah, Cipageran, Kec. Cimahi Utara, Kota Cimahi, Jawa Barat 40511",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Kuda+Pakuhaji+Bandung/@-6.8347798,107.5352211,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e38ff8f1ccdb:0xedea39e8af7ec2!8m2!3d-6.8347798!4d107.5352211!16s%2Fg%2F11b6dw7dhk?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.535,-6.835,133,4.5,Jawa Barat,Wisata Alam
Ujung Berung City Square,"Alun Alun Ujung Berung, Jl. Cigending No.3, Cigending, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40611",Tidak Tersedia,"https://www.google.com/maps/place/Ujung+Berung+City+Square/@-6.9136931,107.7015511,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68dd3a88525f8d:0x3a18da16bc7d382!8m2!3d-6.9136931!4d107.7015511!16s%2Fg%2F11bxfwl2_8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.702,-6.914,7614,4.5,Jawa Barat,Wisata Alam
Taman Anak Sabilulungan,"XGGH+J55, Pamekaran, Soreang, Bandung Regency, jawa barat 40912",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Anak+Sabilulungan/@-7.0234974,107.5279751,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68ec2d446e433d:0x9d9ac6ab9f18f172!8m2!3d-7.0234974!4d107.5279751!16s%2Fg%2F11c7szk1wx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.528,-7.023,171,4.5,Jawa Barat,Wisata Alam
Hutan Pinus Rahong,"RG9W+PR6, Pulosari, Pangalengan, Bandung Regency, jawa barat 40378",Tidak Tersedia,"https://www.google.com/maps/place/Hutan+Pinus+Rahong/@-7.1807035,107.5470134,17z/data=!3m1!4b1!4m6!3m5!1s0x2e689161a91dd2cd:0xd7fb5097d74f3f7b!8m2!3d-7.1807035!4d107.5470134!16s%2Fg%2F11b7cdg673?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.547,-7.181,1536,4.5,Jawa Barat,Wisata Alam
Bandung Indah Waterpark,"Jl. Terusan Kopo No.KM 8,4, Sulaiman, Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40229",Tidak Tersedia,"https://www.google.com/maps/place/Bandung+Indah+Waterpark/@-6.9805807,107.5856567,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e930051c0039:0x2abc639a8ad3c1c6!8m2!3d-6.9805807!4d107.5856567!16s%2Fg%2F11b6v9zg7r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.586,-6.981,1946,4,Jawa Barat,Wisata Alam
Taman Satwa Cikembulan,"Cikembulan, Kadungora, Garut Regency, jawa barat 44153",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Satwa+Cikembulan/@-7.0842606,107.915188,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68b6290965ab91:0xa3c4d256e6e564cb!8m2!3d-7.0842606!4d107.915188!16s%2Fg%2F11btyv3c3d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.915,-7.084,2569,4.3,Jawa Barat,Wisata Alam
Irigasi Ciherang,"Kiangroke, Banjaran, Bandung Regency, jawa barat 40377",Tidak Tersedia,"https://www.google.com/maps/place/Irigasi+Ciherang/@-7.0455246,107.5633641,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68ec7adba28f8f:0xe7dc7d4e71aaaf44!8m2!3d-7.0455246!4d107.5633641!16s%2Fg%2F11crsqnk6m?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.563,-7.046,180,4.3,Jawa Barat,Wisata Alam
Taman Zandea,"Jl. Raya Cijapati, Mekarlaksana, Kec. Cikancung, Kabupaten Bandung, Jawa Barat 40396",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Zandea/@-7.0578371,107.8499367,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68c7b0fcbd11e9:0xdc1567023da8df97!8m2!3d-7.0578371!4d107.8499367!16s%2Fg%2F11h802dz77?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.850,-7.058,271,4.3,Jawa Barat,Wisata Alam
Curug Dago,"4JM9+Q7W, Jl. Dagopojok, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Tidak Tersedia,"https://www.google.com/maps/place/Curug+Dago/@-6.8655225,107.6181878,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e6de2e06f0f1:0xe61f70cd002fbbb3!8m2!3d-6.8655225!4d107.6181878!16s%2Fg%2F122jdw0f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.618,-6.866,1041,4.1,Jawa Barat,Wisata Alam
Cikaso Waterfall,"JJQ9+R28, Desa Ciniti, Cibitung, Sukabumi Regency, jawa barat 43172",Tidak Tersedia,"https://www.google.com/maps/place/Cikaso+Waterfall/@-7.3604748,106.617578,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6803ed47e2eb67:0x51bcada251eb2d6d!8m2!3d-7.3604748!4d106.617578!16s%2Fg%2F1q2xhlgbn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.618,-7.360,2414,4.6,Jawa Barat,Wisata Alam
Alam Imajinasi,"Jl. Mariwati No.KM 5, RW.5, Kawungluwuk, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43254",http://alam-imajinasi.com/,"https://www.google.com/maps/place/Alam+Imajinasi/@-6.7278543,107.0794406,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69b26ea8ea709b:0xb7962a158e84e048!8m2!3d-6.7278543!4d107.0794406!16s%2Fg%2F11clwjymwx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.079,-6.728,456,4.6,Jawa Barat,Wisata Alam
Taman Kalkun,"3M35+8W9, Jl. Margahayu Raya, Sekejati, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Kalkun/@-6.9467099,107.6598452,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e8187e574ad9:0x62920fa690cc88d9!8m2!3d-6.9467099!4d107.6598452!16s%2Fg%2F11g6hvhtk7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.660,-6.947,259,4.5,Jawa Barat,Wisata Alam
Taman Bermain Anak PPC 5,"HX4H+JVW, Cikahuripan, Klapanunggal, Bogor Regency, jawa barat 16710",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Bermain+Anak+PPC+5/@-6.443385,106.9797074,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69955594df662d:0xd17fa58d029e3ed1!8m2!3d-6.443385!4d106.9797074!16s%2Fg%2F11rsmg1m0b?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.980,-6.443,1,3,Jawa Barat,Wisata Alam
Nuansa Riung gunung Pangalengan,"Riunggunung, Pulosari, Pangalengan, Bandung Regency, jawa barat 40378",Tidak Tersedia,"https://www.google.com/maps/place/Nuansa+Riung+gunung+Pangalengan/@-7.1692662,107.5247218,17z/data=!3m1!4b1!4m6!3m5!1s0x2e689367d3fe9dc7:0x3428c0c89fda0769!8m2!3d-7.1692662!4d107.5247218!16s%2Fg%2F11q8jhzy15?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.525,-7.169,424,4.7,Jawa Barat,Wisata Alam
J & J Aircraft Education and Tourism Area,"Jl. Bojong Linggajati No.4, Bojong, Kec. Cilimus, Kabupaten Kuningan, Jawa Barat 45556",Tidak Tersedia,"https://www.google.com/maps/place/J+%26+J+Aircraft+Education+and+Tourism+Area/@-6.8810584,108.4930691,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6f19a17751f219:0x7faf365320424d66!8m2!3d-6.8810584!4d108.4930691!16s%2Fg%2F11rn3rvlsz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",108.493,-6.881,93,4.6,Jawa Barat,Wisata Alam
Situ Cisanti,"QMR5+H5P, Neglawangi, Kertasari, Bandung Regency, jawa barat 40386",Tidak Tersedia,"https://www.google.com/maps/place/Situ+Cisanti/@-7.2085359,107.6579512,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68a29555555555:0x52b87f532b6606e3!8m2!3d-7.2085359!4d107.6579512!16s%2Fg%2F11b7rtl7h9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.658,-7.209,1952,4.4,Jawa Barat,Wisata Alam
Bendung Hantap Ciherang,"WHP4+992, Jatisari, Cangkuang, Bandung Regency, jawa barat 40238",Tidak Tersedia,"https://www.google.com/maps/place/Bendung+Hantap+Ciherang/@-7.0641144,107.5558845,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68ed5fd278ccc5:0x74b993706d4cf183!8m2!3d-7.0641144!4d107.5558845!16s%2Fg%2F11qq5ktfwv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.556,-7.064,53,4.5,Jawa Barat,Wisata Alam
Saturnus Park,"Jl. Taman Saturnus I No.42, Margahayu Raya, Kec. Rancasari, Kota Bandung, Jawa Barat 40286",Tidak Tersedia,"https://www.google.com/maps/place/Saturnus+Park/@-6.9530271,107.6644479,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e8271bb43619:0xa8c7ce4a38664408!8m2!3d-6.9530271!4d107.6644479!16s%2Fg%2F11c0w1f581?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",107.664,-6.953,823,4.6,Jawa Barat,Wisata Alam
Taman Budaya Sentul City,"Jl. Siliwangi No.1, Sumur Batu, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810",https://www.instagram.com/tamanbudaya_id/,"https://www.google.com/maps/place/Taman+Budaya+Sentul+City/@-6.5840022,106.8827827,17z/data=!3m1!4b1!4m6!3m5!1s0x2de423a153dbb7df:0xaac1aacd454d4019!8m2!3d-6.5840022!4d106.8827827!16s%2Fg%2F1hm2399fm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",106.883,-6.584,21144,4.5,Jawa Barat,Wisata Alam
Kampung KB Wisata Budaya & Kaligrafi Jibja RW. 02,"Jl. A. Yani No.882, Cicaheum, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40282",Tidak Tersedia,"https://www.google.com/maps/place/Kampung+KB+Wisata+Budaya+%26+Kaligrafi+Jibja+RW.+02/@-6.9023361,107.659114,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e7c20f693357:0x56373301a1dabc76!8m2!3d-6.9023361!4d107.659114!16s%2Fg%2F11r989zthd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",107.659,-6.902,12,5,Jawa Barat,Seni dan Budaya
Kampung Budaya,"Kp. Budaya, Wadas, Telukjambe Timur, Karawang, Jawa Barat 41361",Tidak Tersedia,"https://www.google.com/maps/place/Kampung+Budaya/@-6.329767,107.2779918,17z/data=!3m1!4b1!4m6!3m5!1s0x2e699d9ca7c89603:0x630eb8bc119d245d!8m2!3d-6.329767!4d107.2779918!16s%2Fg%2F11c54b088c?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",107.278,-6.330,2750,4,Jawa Barat,Seni dan Budaya
Kampung Budaya Sindang Barang (Kampung adat Sunda Sindang Barang),"Pasireurih, Tamansari, Bogor Regency, jawa barat 16610",Tidak Tersedia,"https://www.google.com/maps/place/Kampung+Budaya+Sindang+Barang+(Kampung+adat+Sunda+Sindang+Barang)/@-6.6302026,106.7617239,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69cf78060b6285:0xc03168c713212377!8m2!3d-6.6302026!4d106.7617239!16s%2Fg%2F11mwk000sg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",106.762,-6.630,148,4.4,Jawa Barat,Seni dan Budaya
Wisata Alam dan wisata Budaya Situs Samida,"RC9V+W5H, Sirnajaya, Rajadesa, Ciamis Regency, jawa barat 46254",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Alam+dan+wisata+Budaya+Situs+Samida/@-7.1801786,108.4429986,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6f695130eb6d6b:0x359faaf721d484b6!8m2!3d-7.1801786!4d108.4429986!16s%2Fg%2F11r8mjys8v?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",108.443,-7.180,8,4.8,Jawa Barat,Wisata Alam
Sunyaragi Cave Park,"Sunyaragi, Kesambi, Cirebon City, jawa barat 45132",https://arahpantura.aboutsemarang.id/harga-tiket-masuk-dan-jam-buka-goa-sunyaragi-objek-wisata-di-tengah-kota-cirebon/,"https://www.google.com/maps/place/Sunyaragi+Cave+Park/@-6.737365,108.542758,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6f1df257d4d4fb:0x8d4ea2ef1ff1103d!8m2!3d-6.737365!4d108.542758!16s%2Fg%2F120s1tt4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",108.543,-6.737,12132,4.4,Jawa Barat,Wisata Alam
desa wisata budaya puncak wangun,"WJ34+32F, kampung wangun, Pasirmulya, Banjaran, Bandung Regency, jawa barat 40377",Tidak Tersedia,"https://www.google.com/maps/place/desa+wisata+budaya+puncak+wangun/@-7.0973103,107.6050492,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6895df0c636431:0xad35fcfcf1c6f490!8m2!3d-7.0973103!4d107.6050492!16s%2Fg%2F11s4rl_k1d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",107.605,-7.097,3,5,Jawa Barat,Seni dan Budaya
Kampung Bareto Wisata Budaya Edukasi,"Jalur Kereta Api Garut - Cikajang No.18, Tambakbaya, Kec. Cisurupan, Kabupaten Garut, Jawa Barat 44163",Tidak Tersedia,"https://www.google.com/maps/place/Kampung+Bareto+Wisata+Budaya+Edukasi/@-7.3053044,107.7991746,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68a53f022136f9:0xecab277593807502!8m2!3d-7.3053044!4d107.7991746!16s%2Fg%2F11sy1m6v_f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",107.799,-7.305,123,4.5,Jawa Barat,Seni dan Budaya
Kampung Budaya (Saung Dusun),"M7FF+FJ5, Jl. International Karawang Barat, Wadas, Kec. Telukjambe Bar., Karawang, Jawa Barat 41361",Tidak Tersedia,"https://www.google.com/maps/place/Kampung+Budaya+(Saung+Dusun)/@-6.3263547,107.2741181,17z/data=!3m1!4b1!4m6!3m5!1s0x2e699da5d1c80bd7:0x478d5d32246e161!8m2!3d-6.3263547!4d107.2741181!16s%2Fg%2F11shnn7q6m?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",107.274,-6.326,2,4.5,Jawa Barat,Seni dan Budaya
Padepokan Seni Mayang Sunda,"Jl. Peta No.209, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231",http://instagram.com/padepokanmayangsunda,"https://www.google.com/maps/place/Padepokan+Seni+Mayang+Sunda/@-6.9329103,107.5898667,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e8a68d2d4a13:0x5f526e512000532c!8m2!3d-6.9329103!4d107.5898667!16s%2Fg%2F1v79yqr0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",107.590,-6.933,1542,4.4,Jawa Barat,Seni dan Budaya
desa wisata wangunharja,"7PG4+CPV, Sanca, Jalancagak, Sanca, Subang, Kabupaten Subang, Jawa Barat 41281",Tidak Tersedia,"https://www.google.com/maps/place/desa+wisata+wangunharja/@-6.7238918,107.706807,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69223b1a538123:0xfd8291967ac7a80c!8m2!3d-6.7238918!4d107.706807!16s%2Fg%2F11b6x5g9h5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",107.707,-6.724,26,4,Jawa Barat,Wisata Alam
Gunung Padang,"Kp. Gunung Padang, Karyamukti, Kec. Campaka, Kabupaten Cianjur, Jawa Barat 43263",Tidak Tersedia,"https://www.google.com/maps/place/Gunung+Padang/@-6.9939564,107.0562707,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6844f87de39b7f:0xf33dad8781d10834!8m2!3d-6.9939564!4d107.0562707!16s%2Fm%2F09ry736?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",107.056,-6.994,4155,4.6,Jawa Barat,Wisata Alam
Kampung Budaya Padi Pandan Wangi,"Jl. Jambudipa, Mekarwangi, Kec. Warungkondang, Kabupaten Cianjur, Jawa Barat 43261",Tidak Tersedia,"https://www.google.com/maps/place/Kampung+Budaya+Padi+Pandan+Wangi/@-6.8543715,107.0663226,17z/data=!3m1!4b1!4m6!3m5!1s0x2e684dcff6f9f14d:0xf5578c1fcfb83ca4!8m2!3d-6.8543715!4d107.0663226!16s%2Fg%2F11ggnvzflw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",107.066,-6.854,609,4.3,Jawa Barat,Seni dan Budaya
Alam Santosa,"4M9M+FGF Kota, Jl. Pasir Impun Atas Sekebalingbing No.5 A, Cikadut, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40194",Tidak Tersedia,"https://www.google.com/maps/place/Alam+Santosa/@-6.8812982,107.6841368,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68dd9c60c05e81:0xb5522aa0dd65eeb!8m2!3d-6.8812982!4d107.6841368!16s%2Fg%2F11bttgvcrq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",107.684,-6.881,691,4.4,Jawa Barat,Wisata Alam
Tradition and Culture Tarawangsa and Ngalaksa Village,"5R7Q+9V7, Rancakalong, Sumedang Regency, jawa barat 45361",Tidak Tersedia,"https://www.google.com/maps/place/Tradition+and+Culture+Tarawangsa+and+Ngalaksa+Village/@-6.8365867,107.8396702,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68d97a7dd88b7f:0x1a037d701e2a0e0d!8m2!3d-6.8365867!4d107.8396702!16s%2Fg%2F11g1p2g3h7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",107.840,-6.837,39,4.7,Jawa Barat,Wisata Alam
RUMAH ADAT CITALANG (Cagar Budaya),"FF67+5F4, Jl. Patinggi, Kp. Karang Sari, Desa, Jalan Raya Citalang, Citalang, Kecamatan Purwakarta, Citalang, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41111",Tidak Tersedia,"https://www.google.com/maps/place/RUMAH+ADAT+CITALANG+(Cagar+Budaya)/@-6.5396225,107.4637146,17z/data=!3m1!4b1!4m6!3m5!1s0x2e690e16e9a02e29:0xf0a568cfee7e6bf3!8m2!3d-6.5396225!4d107.4637146!16s%2Fg%2F11cjh_n6y5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTExMC4wIKXMDSoASAFQAw%3D%3D",107.464,-6.540,154,4.4,Jawa Barat,Seni dan Budaya
